rank,model,cw_pct,balanced_ots,critical_miss,threat_capture,false_review,false_escalation,cost_per_run,avg_seconds_per_event,n,incomplete
1,gemma4-31b,66.6,69.4,0.0,100.0,35.8,6.3,0.09,15.65,189,False
2,llama-3.1-70b,50.0,53.4,1.8,98.2,58.9,29.5,0.20,13.96,189,False
