rank,model,cw_pct,balanced_ots,critical_miss,threat_capture,false_review,false_escalation,cost_per_run,avg_seconds_per_event,n,incomplete
1,gemma4-31b,65.6,68.4,0.0,100.0,37.1,6.2,0.09,15.65,189,False
2,qwen3.5-9b,53.3,48.7,10.9,89.1,38.1,3.1,0.05,23.11,189,False
